sample195,0.05070539,0.00446901,0.00155156,0.00115432,0.00116629,0.00118100,0.00132021,0.00148841,0.00152504,0.00153186,0.00123168
sample194,0.07787723,0.01054644,0.00433546,0.00368089,0.00402742,0.00427478,0.00456034,0.00491988,0.00547945,0.00568062,0.00675325
sample193,0.04213738,0.00471820,0.00133305,0.00106236,0.00105686,0.00111927,0.00118960,0.00130992,0.00133705,0.00154462,0.00154427
sample197,0.02571245,0.00294066,0.00163199,0.00137490,0.00141011,0.00142450,0.00161754,0.00158722,0.00163020,0.00180261,0.00201779
sample196,0.03391435,0.00254733,0.00108725,0.00099182,0.00108478,0.00123906,0.00130402,0.00121340,0.00125353,0.00127198,0.00118225
sample198,0.02215277,0.00388919,0.00297692,0.00349601,0.00446564,0.00573108,0.00705430,0.00869025,0.01192114,0.01512027,0.01820020
sample200,0.07426436,0.00885177,0.00281511,0.00227881,0.00207446,0.00231425,0.00249827,0.00253606,0.00256881,0.00255265,0.00300000
sample199,0.05731828,0.00706892,0.00322437,0.00273004,0.00255918,0.00265913,0.00276379,0.00311713,0.00306212,0.00302868,0.00328299
sample201,0.06075825,0.00641026,0.00183690,0.00111116,0.00111844,0.00117840,0.00124552,0.00113250,0.00104372,0.00129125,0.00161580
sample202,0.05909339,0.00666176,0.00208238,0.00180587,0.00164531,0.00178065,0.00195559,0.00218261,0.00220395,0.00229770,0.00216580
sample205,0.09013924,0.02710685,0.02280926,0.02316754,0.02536395,0.02776801,0.02933108,0.03139357,0.03254068,0.03207110,0.03031761
sample203,0.05662806,0.00734331,0.00374222,0.00323938,0.00328983,0.00344498,0.00377302,0.00383072,0.00389972,0.00455298,0.00479534
sample204,0.04045141,0.00576529,0.00332239,0.00340062,0.00373379,0.00410080,0.00463789,0.00485858,0.00499734,0.00527635,0.00592495
sample206,0.03372192,0.00667784,0.00504645,0.00511960,0.00549976,0.00613173,0.00699711,0.00781483,0.00868486,0.00993800,0.01017492
sample207,0.03269224,0.00380819,0.00192732,0.00172206,0.00185971,0.00200857,0.00215585,0.00245769,0.00250654,0.00255479,0.00296540
sample210,0.06656005,0.00651419,0.00174491,0.00155280,0.00173832,0.00170794,0.00177022,0.00177344,0.00199430,0.00147820,0.00143885
sample208,0.05160210,0.00522444,0.00126218,0.00088845,0.00082317,0.00096595,0.00101508,0.00105541,0.00075889,0.00093209,0.00098994
sample209,0.03462194,0.00437886,0.00284579,0.00272410,0.00288238,0.00294511,0.00330838,0.00374808,0.00436975,0.00434276,0.00421425
sample211,0.06671460,0.00863115,0.00341107,0.00299766,0.00318399,0.00365322,0.00393912,0.00457352,0.00587889,0.00682077,0.00853414
sample212,0.06104882,0.00632203,0.00163786,0.00113636,0.00121104,0.00139567,0.00163625,0.00177763,0.00231384,0.00246914,0.00327869
sample214,0.17155963,0.01970443,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
sample215,0.16530010,0.01789137,0.00146735,0.00080386,0.00090498,0.00101937,0.00112994,0.00129199,0.00151286,0.00178891,0.00210084
sample213,0.07172148,0.00925648,0.00393998,0.00329431,0.00315540,0.00345035,0.00389678,0.00410931,0.00405405,0.00442152,0.00484392
sample216,0.08909785,0.01040883,0.00350336,0.00297712,0.00302545,0.00346868,0.00362582,0.00318195,0.00350385,0.00427168,0.00473684
sample217,0.01561714,0.00144737,0.00065679,0.00055144,0.00051701,0.00053985,0.00056560,0.00057245,0.00058958,0.00059936,0.00072382
sample219,0.00742683,0.00074968,0.00036853,0.00032469,0.00029032,0.00027265,0.00027809,0.00026969,0.00032867,0.00023715,0.00015543
sample218,0.00360186,0.00040235,0.00025781,0.00020767,0.00017821,0.00013594,0.00009932,0.00007861,0.00006917,0.00002282,0.00003001
sample220,0.00700555,0.00069485,0.00033915,0.00029462,0.00030538,0.00032546,0.00030150,0.00026969,0.00031485,0.00030304,0.00028355
sample223,0.16421619,0.01518987,0.00324807,0.00131062,0.00143816,0.00158144,0.00178678,0.00202566,0.00231660,0.00269058,0.00317460
sample221,0.01397879,0.00131464,0.00063779,0.00053105,0.00048421,0.00045175,0.00049399,0.00048038,0.00050104,0.00049008,0.00054216
sample222,0.01611679,0.00159355,0.00078375,0.00073991,0.00079400,0.00075523,0.00074934,0.00080973,0.00064338,0.00056324,0.00045747
sample224,0.08172319,0.00926518,0.00174384,0.00083083,0.00079946,0.00076203,0.00075469,0.00082721,0.00068799,0.00074850,0.00088990
sample226,0.15122109,0.02371218,0.00350765,0.00106572,0.00041237,0.00047755,0.00056786,0.00069735,0.00000000,0.00000000,0.00000000
sample225,0.03067594,0.00319394,0.00101188,0.00077358,0.00073098,0.00073497,0.00070901,0.00081194,0.00070069,0.00063348,0.00063664
sample227,0.00694347,0.00075038,0.00049858,0.00042998,0.00039307,0.00035344,0.00033946,0.00034718,0.00037831,0.00034904,0.00031132
sample228,0.02002360,0.00205398,0.00068859,0.00061534,0.00061057,0.00060386,0.00063024,0.00065378,0.00056114,0.00054563,0.00066778
sample232,0.03122757,0.00238284,0.00157978,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
sample229,0.01184387,0.00111020,0.00061164,0.00061409,0.00062797,0.00069600,0.00074961,0.00080003,0.00083522,0.00094255,0.00106131
sample230,0.01569223,0.00127174,0.00059481,0.00054449,0.00052342,0.00055642,0.00057787,0.00059643,0.00056122,0.00052351,0.00052383
sample231,0.01686108,0.00773121,0.00726717,0.00704691,0.00686385,0.00680542,0.00669044,0.00650623,0.00648668,0.00627127,0.00610766
sample235,0.10538201,0.01385928,0.00258552,0.00179091,0.00127129,0.00146284,0.00170184,0.00201369,0.00241429,0.00294464,0.00296296
sample233,0.02901874,0.00265434,0.00090019,0.00080710,0.00081410,0.00091819,0.00098082,0.00096879,0.00103275,0.00086710,0.00082531
sample234,0.01536172,0.00156729,0.00088578,0.00089901,0.00090895,0.00098999,0.00100802,0.00098929,0.00088559,0.00084849,0.00081324
sample237,0.12625951,0.01624165,0.00351171,0.00288340,0.00257324,0.00267917,0.00254582,0.00291886,0.00343997,0.00324018,0.00384061
sample236,0.01717531,0.00141886,0.00067780,0.00064148,0.00061760,0.00060674,0.00064093,0.00066031,0.00065605,0.00063794,0.00069678
sample238,0.06609018,0.00631828,0.00229944,0.00194525,0.00184530,0.00156128,0.00178855,0.00159763,0.00173542,0.00142383,0.00113982
sample240,0.12717282,0.01524648,0.00337965,0.00229119,0.00163018,0.00185824,0.00153280,0.00178763,0.00167785,0.00201106,0.00241109
sample239,0.01741755,0.00173724,0.00086270,0.00082841,0.00086444,0.00091069,0.00094557,0.00089617,0.00084982,0.00082049,0.00078881
sample241,0.08947681,0.01120864,0.00346177,0.00201681,0.00210204,0.00220946,0.00260078,0.00278552,0.00338219,0.00364299,0.00383562
sample242,0.01534728,0.00114567,0.00070078,0.00065882,0.00066859,0.00065417,0.00071460,0.00074805,0.00082130,0.00079110,0.00078196
sample244,0.07760657,0.00720661,0.00158742,0.00118708,0.00132369,0.00150921,0.00151409,0.00162778,0.00160720,0.00154589,0.00186654
sample243,0.04225624,0.00424561,0.00090086,0.00072070,0.00069169,0.00079549,0.00084345,0.00089901,0.00095912,0.00087451,0.00088857
sample246,0.05949669,0.00619463,0.00203031,0.00199537,0.00206001,0.00215983,0.00215028,0.00241032,0.00238949,0.00226991,0.00253743
