sample195,14,54,52,39,26,14,9,3,1,0,0
sample194,3,6,9,7,2,0,0,0,0,0,0
sample193,42,130,123,88,72,47,28,19,8,5,1
sample197,67,110,85,71,54,34,23,12,4,2,0
sample196,43,96,79,60,46,33,14,10,8,4,1
sample198,60,72,26,6,1,0,0,0,0,0,0
sample200,1,1,1,0,0,0,0,0,0,0,0
sample199,13,17,13,7,3,2,2,2,1,0,0
sample201,13,39,37,24,12,6,4,2,1,0,0
sample202,14,36,31,22,19,11,5,4,2,0,0
sample205,0,0,0,0,0,0,0,0,0,0,0
sample203,11,37,33,24,17,5,3,0,1,0,0
sample204,17,54,39,27,18,9,3,2,2,1,1
sample206,63,122,92,68,48,31,18,10,5,2,1
sample207,89,157,148,128,89,65,46,30,19,10,5
sample210,1,2,1,1,1,0,0,0,0,0,0
sample208,19,47,36,22,12,6,3,1,0,0,0
sample209,69,117,82,61,39,23,11,7,1,2,0
sample211,4,0,0,0,0,0,0,0,0,0,0
sample212,9,15,12,7,4,2,0,0,0,0,0
sample214,0,0,0,0,0,0,0,0,0,0,0
sample215,0,0,0,0,0,0,0,0,0,0,0
sample213,3,8,7,4,2,2,0,1,0,0,0
sample216,3,7,5,5,6,4,2,1,1,0,0
sample217,221,434,383,354,305,250,208,173,123,97,75
sample219,560,690,650,630,572,485,395,303,204,133,87
sample218,680,699,658,622,557,477,391,268,200,142,100
sample220,589,721,705,687,622,555,452,344,245,167,100
sample223,0,3,0,0,0,0,0,0,0,0,0
sample221,295,590,568,516,449,377,302,214,177,131,93
sample222,223,434,397,356,308,235,178,139,98,79,62
sample224,28,77,101,81,80,67,54,39,28,16,11
sample226,0,0,0,0,0,0,0,0,0,0,0
sample225,104,200,179,165,143,110,94,69,54,38,28
sample227,539,643,620,571,496,398,302,213,150,105,78
sample228,114,176,157,133,105,69,54,39,22,12,8
sample232,1,0,0,0,0,0,0,0,0,0,0
sample229,316,427,370,296,219,162,115,76,54,34,21
sample230,194,382,349,304,261,213,174,141,114,99,80
sample231,247,451,430,397,362,292,257,202,151,124,97
sample235,1,5,7,5,5,2,1,1,1,1,1
sample233,48,126,124,108,100,84,72,61,49,39,31
sample234,163,272,240,224,179,159,128,113,92,77,61
sample237,1,3,6,4,3,2,2,1,1,0,0
sample236,185,356,327,291,257,218,181,150,125,109,96
sample238,16,33,29,25,23,22,14,12,9,5,4
sample240,1,6,6,4,3,3,3,2,1,1,0
sample239,220,476,443,389,326,266,208,156,113,83,73
sample241,3,7,9,8,8,6,5,5,3,1,1
sample242,160,244,205,171,138,105,91,68,54,43,29
sample244,10,30,29,24,23,15,13,10,11,9,5
sample243,13,43,43,40,30,25,19,15,11,8,7
sample246,6,26,25,22,21,17,14,13,9,6,6
sample245,14,39,33,24,22,20,19,13,12,7,6
sample247,30,69,49,36,26,13,4,3,1,1,1
sample248,61,155,127,102,78,60,47,33,23,13,6
sample249,224,387,364,307,256,184,142,99,75,57,45
sample250,41,101,93,86,73,62,43,35,25,16,11
sample251,18,59,58,57,46,37,32,25,21,12,7
sample255,1,0,0,0,0,0,0,0,0,0,0
sample256,0,0,0,0,0,0,0,0,0,0,0
sample252,183,424,402,365,275,207,144,105,77,46,31
sample253,6,19,18,15,13,9,8,5,4,2,1
sample254,167,312,274,230,175,129,98,78,65,47,31
sample260,0,0,0,0,0,0,0,0,0,0,0
sample257,0,4,3,1,0,0,0,0,0,0,0
sample259,5,13,10,8,8,8,8,5,6,2,1
sample258,25,81,76,61,57,42,33,23,16,12,9
sample261,187,292,259,233,176,137,109,88,63,50,35
sample263,307,558,523,470,401,322,250,173,121,94,76
sample262,23,67,68,51,41,32,19,16,9,9,5
sample264,50,112,100,85,64,48,36,24,16,12,2
sample265,93,208,180,155,118,93,72,69,48,35,23
sample266,9,32,31,30,27,20,17,9,7,5,3
sample268,20,32,20,17,14,9,8,6,5,2,0
sample267,0,2,4,3,2,2,2,1,0,0,0
